callsign,valid_from,valid_to,days,origin,departure_time,destination,flight_time,flight_rules,aircraft_type,rvsm,equipment,pbn,route,alt,eet,performance,operator,remark
AZU2453,040825,040825,1,SBKP,0120,SBJP,0253,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0451F390 KONVI UZ23 ANBEX DCT,,EET/SBRE0109,,,
AZU2454,020825,020825,6,SBSP,1045,SBMO,0225,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F370 VUMEV UZ14 GERSO DCT,,EET/SBRE0050,,,
AZU2454,030825,030825,7,SBSP,0900,SBMO,0238,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0439F390 VUMEV UZ14 GERSO DCT,,EET/SBRE0056,,,
AZU2455,020825,020825,6,SBSP,1505,SBSG,0313,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0444F370 NUXEL UZ23 BISUD DCT BHZ DCT DOSVU UZ72 TOGUN,,EET/SBRE0116,,,
AZU2456,030825,030825,7,SBCF,1545,SBTC,0107,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F390 KADOR UZ14 OGPUN DCT XUXUG DCT,,EET/SBRE0021,,,
AZU2458,020825,020825,6,SBUL,2250,SBSG,0245,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0446F370 AZOIC DCT ILRUM DCT SIPIR DCT BOKID DCT TOSAD,,EET/SBRE0053,,,
AZU2460,020825,030825,67,SBGO,0800,SBRF,0228,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0466F370 LODUV DCT EPDEP UZ78 NETBA UZ79 MUDAR,,EET/SBRE0043,,,
AZU2463,030825,030825,7,SBCF,1110,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2464,030825,030825,7,SBSP,1720,SBTC,0145,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0442F370 VUMEV UZ14 KALOP DCT PULKU DCT XUXUG DCT,,EET/SBRE0057,,,
AZU2466,030825,030825,7,SBSR,1805,SBMO,0228,IS,A20N/M,SW/C,EQPT/SDE3FGHIRWY,PBN/A1B1C1D1O2S1T1, | N0447F390 DCT VUPOG DCT VULPA DCT BUSDU DCT OROPA DCT URUVA DCT DABAD DCT ANDIG DCT,,EET/SBRE0101,,,
AZU2466,020825,020825,6,SBSR,1815,SBMO,0228,IS,A20N/M,SW/C,EQPT/SDE3FGHIRWY,PBN/A1B1C1D1O2S1T1, | N0447F390 DCT VUPOG DCT VULPA DCT BUSDU DCT OROPA DCT URUVA DCT DABAD DCT ANDIG DCT,,EET/SBRE0101,,,
AZU2471,030825,030825,7,SBSP,1125,SBFZ,0316,IS,E295/M,SW/C,EQPT/SDE3FGHIRWY,PBN/A1B1C1D1O2S1T1, | N0444F390 NUXEL UZ23 UTLEV UZ88 DOTKU,,EET/SBRE0115,,,
AZU2472,020825,020825,6,SBCF,1600,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2474,050825,060825,23,SBCF,0940,SBPS,0103,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0444F370 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0018,,,
AZU2474,020825,020825,6,SBCF,0905,SBPS,0101,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0465F370 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0018,,,
AZU2474,310725,040825,145,SBCF,0905,SBPS,0103,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0444F370 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0018,,,
AZU2474,030825,030825,7,SBCF,1235,SBPS,0103,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0444F370 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0018,,,
AZU2476,020825,030825,67,SBKP,0905,SBPS,0132,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0459F370 KONVI UZ23 KIBAP DCT NITLU UZ16 OSUNO,,EET/SBBS0042,,,
AZU2478,020825,020825,6,SBCF,1635,SBPS,0101,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0423F330 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0017,,,
AZU2484,020825,020825,6,SBCF,2050,SBSV,0122,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0442F370 ILPIR UZ23 EDNOB,,EET/SBRE0024,,,
AZU2484,030825,030825,7,SBCF,2035,SBSV,0122,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F370 ILPIR UZ23 EDNOB,,EET/SBRE0024,,,
AZU2486,030825,030825,7,SBCF,0250,SBMO,0155,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0447F350 ILPIR UZ23 ANDIG DCT,,EET/SBRE0024,,,
AZU2489,030825,030825,7,SBRP,0040,SBMO,0227,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F370 EGBAL DCT MUBOL DCT DORDU UZ23 ANDIG DCT,,EET/SBRE0059,,,
AZU2492,310725,310725,4,SBRP,0715,SBRF,0242,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0441F370 EGBAL DCT GIMPO DCT DORDU UZ23 ANBEX,,EET/SBRE0057,,,
AZU2494,030825,030825,7,SBKP,1735,SBSG,0253,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 KONVI UZ23 ILPIR UZ72 TOGUN,,EET/SBRE0105,,,
AZU2496,310725,030825,47,SBKP,1135,SBRF,0251,IS,A21N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1, | N0454F370 KONVI UZ23 ANBEX,,EET/SBRE0108,,,
AZU2496,020825,020825,6,SBKP,2100,SBRF,0251,IS,A21N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1, | N0454F370 KONVI UZ23 ANBEX,,EET/SBRE0108,,,
AZU2497,020825,030825,67,SBCF,1110,SBAR,0148,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0441F390 ILPIR UZ23 ELBOS DCT,,EET/SBRE0018,,,
AZU2500,020825,030825,67,SBKP,1610,SBMO,0228,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0454F370 KONVI UZ23 ANDIG DCT,,EET/SBRE0106,,,
AZU2500,310725,310725,4,SBKP,1725,SBMO,0229,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0461F370 KONVI UZ23 ANDIG DCT,,EET/SBRE0106,,,
AZU2504,020825,020825,6,SBKP,1615,SBIL,0151,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0462F370 KONVI UZ23 UTLON DCT DALOX,,EET/SBRE0105,,,
AZU2504,030825,030825,7,SBKP,1540,SBIL,0151,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0462F370 KONVI UZ23 UTLON DCT DALOX,,EET/SBRE0105,,,
AZU2505,030825,030825,7,SBSR,1430,SBPS,0140,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0451F350 DCT VUPOG DCT VUSAK DCT POSMU DCT OSUNO,,EET/SBRE0059,,,
AZU2505,020825,020825,6,SBSR,1705,SBPS,0135,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0438F390 DCT VUPOG DCT VUSAK DCT POSMU DCT OSUNO,,EET/SBRE0054,,,
AZU2506,020825,020825,6,SBRP,2250,SBRF,0242,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0441F370 EGBAL DCT GIMPO DCT DORDU UZ23 ANBEX,,EET/SBRE0057,,,
AZU2507,030825,030825,7,SBRP,1755,SBMO,0227,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F370 EGBAL DCT MUBOL DCT DORDU UZ23 ANDIG DCT,,EET/SBRE0059,,,
AZU2509,020825,030825,67,SBKP,1045,SBMO,0228,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0454F370 KONVI UZ23 ANDIG DCT,,EET/SBRE0106,,,
AZU2513,020825,020825,6,SBAE,2130,SBPS,0143,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0434F330 PUMUS DCT OLEAR DCT CNF DCT POSMU DCT OSUNO,,EET/SBRE0058,,,
AZU2515,030825,030825,7,SBRP,2250,SBRF,0242,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0441F370 EGBAL DCT GIMPO DCT DORDU UZ23 ANBEX,,EET/SBRE0057,,,
AZU2516,020825,060825,367,SBCF,1640,SBJE,0237,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0436F370 PABES UZ88 DABDO DCT UDOPO DCT ILBEM DCT ISUPI DCT,,EET/SBRE0036,,,
AZU2522,020825,020825,6,SBUL,1810,SBJP,0219,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0447F390 AZOIC DCT ALETA DCT MUBAP DCT VUSTI DCT MUDAR DCT,,EET/SBRE0039,,,
AZU2522,310725,310725,4,SBUR,1645,SBJP,0227,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0444F370 DCT ISRIK DCT ERVOB DCT TIGVO DCT PULRI UZ79 MUDAR DCT,,EET/SBRE0044,,,
AZU2524,310725,050825,24,SBGO,0815,SBMO,0214,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F390 LODUV DCT MUDBI DCT UGTAK UZ19 EPGEM DCT DOBLA DCT ANDIG DCT,,EET/SBRE0042,,,
AZU2533,030825,030825,7,SBDN,1850,SBSG,0300,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F390 EDSED DCT ISISA DCT KOMLU DCT IREGU DCT ALETA DCT UMGIS DCT TOGUN,,EET/SBBS0011,,,
AZU2536,020825,020825,6,SBKP,1755,SBSV,0152,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0453F370 KONVI UZ23 EDNOB,,EET/SBRE0050,,,
AZU2539,040825,060825,123,SBCF,1430,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2539,310725,010825,45,SBCF,1600,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2539,030825,030825,7,SBCF,1655,SBRF,0218,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0438F390 ILPIR UZ23 ANBEX,,EET/SBRE0026,,,
AZU2552,050825,050825,2,SBCF,1100,SBFZ,0231,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0453F370 PABES UZ88 DOTKU,,EET/SBRE0034,,,
AZU2552,310725,310725,4,SBCF,1105,SBFZ,0231,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0453F370 PABES UZ88 DOTKU,,EET/SBRE0034,,,
AZU2558,030825,030825,7,SBKP,0120,SBJP,0253,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0451F390 KONVI UZ23 ANBEX DCT,,EET/SBRE0109,,,
AZU2561,040825,050825,12,SBCF,1805,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2569,030825,030825,7,SBUL,1435,SBFZ,0232,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F390 AZOIC DCT SARNU DCT KALUN DCT DOTKU,,EET/SBRE0048,,,
AZU2569,020825,020825,6,SBUL,1440,SBFZ,0232,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F390 AZOIC DCT SARNU DCT KALUN DCT DOTKU,,EET/SBRE0048,,,
AZU2575,030825,030825,7,SBCF,1135,SBMO,0155,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F390 ILPIR UZ23 ANDIG DCT,,EET/SBRE0024,,,
AZU2575,020825,020825,6,SBCF,1710,SBMO,0155,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0447F350 ILPIR UZ23 ANDIG DCT,,EET/SBRE0024,,,
AZU2575,010825,060825,1235,SBCF,1810,SBMO,0155,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F390 ILPIR UZ23 ANDIG DCT,,EET/SBRE0024,,,
AZU2575,310725,310725,4,SBCF,1805,SBMO,0155,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F390 ILPIR UZ23 ANDIG DCT,,EET/SBRE0024,,,
AZU2577,030825,030825,7,SBKP,1100,SBPS,0132,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0459F370 KONVI UZ23 KIBAP DCT NITLU UZ16 OSUNO,,EET/SBBS0042,,,
AZU2577,020825,020825,6,SBKP,1040,SBPS,0132,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0459F370 KONVI UZ23 KIBAP DCT NITLU UZ16 OSUNO,,EET/SBBS0042,,,
AZU2599,020825,020825,6,SBCF,1130,SBFI,0146,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0440F380 ANDEM UZ30 ROBAG DCT ESILO DCT UPORU,,EET/SBCW0051,,,
AZU2604,310725,310725,4,SBBR,0840,SBCF,0054,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0470F370 GEPMO UZ35 REINA,,,,,
AZU2604,030825,030825,7,SBBR,0925,SBCF,0054,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0470F370 GEPMO UZ35 REINA,,,,,
AZU2604,010825,060825,12356,SBBR,0835,SBCF,0054,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0470F370 GEPMO UZ35 REINA,,,,,
AZU2606,010825,060825,235,SBCF,1735,SBPS,0103,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0444F370 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0018,,,
AZU2606,310725,310725,4,SBCF,1735,SBPS,0101,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0423F330 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0017,,,
AZU2606,030825,030825,7,SBCF,2105,SBPS,0103,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0444F370 KADOR DCT POSMU DCT OSUNO,,EET/SBRE0018,,,
AZU2607,020825,050825,126,SBKP,1510,SBCF,0050,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2607,310725,310725,4,SBKP,1505,SBCF,0050,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2611,020825,020825,6,SBCF,0145,SBPV,0309,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F380 MIMIP UZ8 MABMA DCT ISEBU DCT DIKAL DCT,,EET/SBAZ0135,,,
AZU2612,040825,060825,13,SBCF,0145,SBPV,0309,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F380 MIMIP UZ8 MABMA DCT ISEBU DCT DIKAL DCT,,EET/SBAZ0135,,,
AZU2612,010825,030825,57,SBCF,0015,SBPV,0309,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F380 MIMIP UZ8 MABMA DCT ISEBU DCT DIKAL DCT,,EET/SBAZ0135,,,
AZU2625,040825,060825,123,SBCF,2230,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2625,310725,020825,456,SBCF,2245,SBRF,0210,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0450F390 ILPIR UZ23 ANBEX,,EET/SBRE0024,,,
AZU2632,040825,040825,1,SBCF,1045,SBBE,0242,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0454F370 RORIP UZ3 DAPTA DCT IROMU,,EET/SBRE0056,,,
AZU2635,020825,020825,6,SBCF,2100,SBKP,0058,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0400F280 ANDEM UZ30 ENTIT,,,,,
AZU2635,310725,010825,45,SBCF,2100,SBKP,0058,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0400F280 ANDEM UZ30 ENTIT,,,,,
AZU2636,310725,060825,1234567,SBCF,1115,SBSP,0105,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F340 ANDEM UZ30 ENTIT,,,,,
AZU2643,310725,310725,4,SBKP,2315,SBCF,0050,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2643,020825,020825,6,SBKP,2305,SBCF,0050,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2643,010825,060825,12357,SBKP,2305,SBCF,0050,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2644,310725,310725,4,SBCF,2215,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU2644,010825,060825,1235,SBCF,2220,SBKP,0057,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0410F380 ANDEM UZ30 ENTIT,,,,,
AZU2647,010825,060825,235,SBCF,1110,SBJP,0217,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F370 ILPIR UZ23 ANBEX DCT,,EET/SBRE0032,,,
AZU2647,310725,310725,4,SBCF,1055,SBJP,0217,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0448F370 ILPIR UZ23 ANBEX DCT,,EET/SBRE0032,,,
AZU2647,040825,040825,1,SBCF,1110,SBJP,0217,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0448F370 ILPIR UZ23 ANBEX DCT,,EET/SBRE0032,,,
AZU2650,020825,020825,6,SBSP,1020,SBCF,0052,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0448F370 NUXEL UZ23 KIBAP,,,,,
AZU2658,010825,060825,35,SBKP,1055,SBCF,0050,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2658,310725,310725,4,SBKP,1055,SBCF,0050,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0432F370 KONVI UZ23 KIBAP,,,,,
AZU2658,030825,030825,7,SBKP,1050,SBCF,0048,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0457F290 KONVI UZ23 KIBAP,,,,,
AZU2664,040825,060825,123,SBCF,2310,SBVT,0040,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0390F270 EVPAD UZ35 KIGOK,,EET/SBRE0015,,,
AZU2667,310725,060825,123456,SBKP,1645,SBZM,0119,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0258F190 KONVI Z47 NIGMA Z43 KOLTU DCT,,EET/SBCW0050,,,
AZU2667,030825,030825,7,SBKP,1210,SBZM,0119,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0258F190 KONVI Z47 NIGMA Z43 KOLTU DCT,,EET/SBCW0050,,,
AZU2678,310725,010825,45,SBKP,0145,SBJU,0240,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F380 ISMOB UZ26 BIXAN | N0450F390 UM654 GEVMI DCT ERVOB DCT MEBLO DCT,,EET/SBRE0107,,,
AZU2678,030825,050825,127,SBKP,0150,SBJU,0240,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0449F380 ISMOB UZ26 BIXAN | N0450F390 UM654 GEVMI DCT ERVOB DCT MEBLO DCT,,EET/SBRE0107,,,
AZU2678,020825,060825,36,SBKP,0150,SBJU,0240,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0449F380 ISMOB UZ26 BIXAN | N0450F390 UM654 GEVMI DCT ERVOB DCT MEBLO DCT,,EET/SBRE0107,,,
AZU2693,310725,310725,4,SBCF,0145,SBPV,0309,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F380 MIMIP UZ8 MABMA DCT ISEBU DCT DIKAL DCT,,EET/SBAZ0135,,,
AZU2694,010825,050825,25,SBKP,2325,SBGO,0113,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F360 ISMOB DCT CORVO,,,,,
AZU2694,310725,060825,1347,SBKP,2300,SBGO,0113,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F360 ISMOB DCT CORVO,,,,,
AZU2695,030825,030825,7,SBKP,1115,SBGO,0113,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0450F360 ISMOB DCT CORVO,,,,,
AZU2695,310725,060825,123456,SBKP,1115,SBGO,0113,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F360 ISMOB DCT CORVO,,,,,
AZU2706,040825,060825,123,SBKP,1025,SBBR,0116,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0439F380 ISMOB UZ26 AZOIC,,,,,
AZU2708,310725,010825,45,SBGR,0255,SBCY,0200,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0441F380 GERTU UL201 PANAB DCT RODAD UM775 SINIP,,EET/SBAZ0121,,,
AZU2712,030825,030825,7,SBGR,0035,SBCF,0051,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0404F310 NUXEL UZ23 KIBAP,,,,,
AZU2717,310725,060825,1234567,SBSR,0840,SBKP,0101,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0258F170 DCT LOKAR DCT UTLOT,,,,,
AZU2724,310725,060825,123456,SBCF,2025,SBGR,0059,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0467F360 PUDVA UZ21 VUNOX,,,,,
AZU2724,030825,030825,7,SBCF,2035,SBGR,0059,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0467F360 PUDVA UZ21 VUNOX,,,,,
AZU2731,310725,060825,1234567,SBMK,1355,SBCF,0048,IS,AT76/M,S/C,EQPT/SDFGHIRY,PBN/B1C2D2D3O2S1, | N0259F180 LOKEX DCT ISNEM,,,,,
AZU2735,310725,040825,14567,SBCF,0210,SBSL,0229,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0456F370 PABES UZ4 TEGEP DCT,,EET/SBRE0037,,,
AZU2735,050825,060825,23,SBCF,0240,SBSL,0229,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0456F370 PABES UZ4 TEGEP DCT,,EET/SBRE0037,,,
AZU2738,020825,060825,1236,SBCF,1055,SBSV,0122,IS,A20N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1T1, | N0452F370 ILPIR UZ23 EDNOB,,EET/SBRE0024,,,
AZU2738,310725,030825,457,SBCF,1055,SBSV,0122,IS,E295/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0442F370 ILPIR UZ23 EDNOB,,EET/SBRE0024,,,
AZU2744,310725,060825,12345,SBGR,1115,SBRF,0241,IS,A21N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1, | N0455F370 VUMEV UZ14 AKPAS DCT ANBEX,,EET/SBRE0051,,,
AZU2744,020825,020825,6,SBGR,1130,SBRF,0241,IS,A21N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1, | N0455F370 VUMEV UZ14 AKPAS DCT ANBEX,,EET/SBRE0051,,,
AZU2744,030825,030825,7,SBGR,1110,SBRF,0241,IS,A21N/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S1, | N0455F370 VUMEV UZ14 AKPAS DCT ANBEX,,EET/SBRE0051,,,
AZU2751,030825,030825,7,SBCF,1015,SBGR,0054,IS,E195/M,SW/C,EQPT/SDFGHIRWY,PBN/A1B1C1D1O2S2T1, | N0467F360 PUDVA UZ21 VUNOX,,,,,
